freq,unit,schedule,tra_cov,tra_meas,rep_airp\TIME_PERIOD	2024-09 	2024-10 	2024-11 	2024-12 	2025-01 	2025-02 	2025-03 	2025-04 	2025-05 	2025-06 	2025-07 	2025-08 	2025-09 	2025-10 	2025-11 	2025-12 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,ES_LEBB	223846 	206627 	143803 	139960 	92676 	102898 	151577 	207046 	227457 	239087 	251312 	256866 	241396 	230307 	164804 	161125 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,ES_LEBL	2362526 	2370129 	1921957 	1910314 	1723330 	1795939 	2111360 	2376202 	2465887 	2496585 	2592337 	2681325 	2502229 	2503798 	2007979 	2036275 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,ES_LECO	2531 	3032 	1994 	2576 	895 	2293 	2453 	2609 	4254 	3070 	2794 	3068 	4287 	4246 	2697 	2520 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,ES_LEGE	208412 	142753 	32364 	37932 	29559 	30001 	46209 	146379 	170780 	206463 	226574 	236065 	205531 	152606 	26732 	36002 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,ES_LEGR	2942 	5603 	4068 	4590 	4197 	5086 	5898 	7426 	6621 	5909 	4046 	4779 	5664 	7153 	581 	1873 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,ES_LEIB	472275 	326889 	24182 	17198 	12790 	13701 	27496 	243625 	412198 	493577 	600808 	629059 	484485 	312521 	26550 	21363 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,ES_LEJR	44761 	43844 	10258 	3708 	1717 	4340 	13585 	24848 	47447 	48743 	44938 	46275 	51258 	49613 	14096 	4171 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,ES_LEMD	2063485 	1984816 	1828706 	1863584 	1742841 	1696838 	1988663 	1991216 	2044665 	2024332 	2099725 	2156363 	2086803 	2124806 	1955744 	1950232 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,ES_LEMG	1277386 	1287467 	848307 	819392 	728301 	803308 	986926 	1233605 	1338643 	1324910 	1416593 	1394456 	1319023 	1339333 	938786 	883652 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,ES_LEMH	154077 	70083 	2518 	823 	556 	2436 	4319 	57616 	108021 	174926 	228223 	245900 	155035 	84148 	2383 	12 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,ES_LEMI	15273 	13052 	4098 	3414 	4535 	4882 	5569 	10107 	11133 	12997 	18929 	17571 	17275 	13230 	5714 	5107 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,ES_LEPA	2252662 	1949332 	444606 	349842 	285027 	384332 	659450 	1595504 	2096063 	2294247 	2538736 	2600609 	2276087 	1947074 	444182 	360827 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,ES_LEPP	115 	34 	907 	378 	260 	96 	18 	1121 	291 	58 	173 	115 	677 	5 	21 	0 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,ES_LERS	63000 	46670 	222 	6 	521 	0 	2285 	60475 	74789 	74159 	78470 	79306 	71962 	55744 	1259 	0 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,ES_LESO	99 	28 	100 	22 	19 	13 	29 	33 	72 	329 	75 	51 	79 	113 	24 	31 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,ES_LEST	49572 	41289 	7290 	9351 	5712 	7189 	10218 	27926 	30292 	30346 	39265 	40398 	29791 	25278 	9159 	12063 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,ES_LEVC	610236 	589836 	390037 	455369 	411073 	445944 	570976 	608251 	618103 	635008 	657869 	692906 	636686 	653130 	517701 	533621 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,ES_LEVD	2045 	5863 	925 	1113 	98 	244 	195 	2629 	4099 	855 	163 	12 	2181 	4790 	879 	778 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,ES_LEVT	8033 	8177 	6484 	8135 	7447 	5362 	7328 	11237 	6355 	7175 	7689 	8167 	7318 	8228 	5543 	8538 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,ES_LEVX	185 	31 	54 	6 	20 	29 	17 	25 	956 	49 	107 	170 	443 	249 	304 	647 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,ES_LEXJ	34653 	30590 	16582 	17299 	15020 	15074 	18000 	31664 	31722 	30103 	34015 	35192 	29192 	28115 	9641 	9543 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,ES_LEZG	28843 	28093 	20113 	24628 	21125 	20134 	23283 	27926 	26449 	23652 	27367 	29607 	26765 	29094 	20799 	23379 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,ES_LEZL	307776 	342400 	311513 	306948 	276977 	314951 	382512 	345588 	353945 	304724 	268767 	276396 	310223 	369180 	366874 	358854 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FI_EFHK	918478 	941999 	728259 	698491 	624181 	624410 	719034 	832248 	961653 	1020127 	1005175 	962040 	927998 	953520 	732073 	735509 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FI_EFIV	0 	0 	706 	5619 	8647 	11175 	8978 	174 	0 	1 	0 	66 	0 	0 	823 	5448 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FI_EFJO	480 	1319 	160 	309 	0 	16 	15 	770 	314 	19 	29 	19 	190 	1153 	19 	0 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FI_EFJY	441 	1267 	29 	0 	0 	2 	0 	369 	224 	173 	8 	0 	390 	1474 	0 	3 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FI_EFKE	0 	1387 	0 	51 	0 	0 	0 	0 	592 	0 	0 	0 	0 	936 	0 	879 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FI_EFKI	376 	0 	4 	732 	401 	447 	210 	0 	308 	0 	0 	0 	320 	0 	0 	0 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FI_EFKK	217 	1468 	191 	10 	0 	12 	10 	280 	588 	9 	9 	8 	211 	1708 	0 	55 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FI_EFKS	0 	364 	371 	8683 	8256 	10650 	6286 	0 	0 	0 	0 	0 	281 	0 	487 	13603 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FI_EFKT	14 	0 	3935 	38455 	38959 	43502 	34761 	2211 	93 	393 	377 	586 	507 	387 	5916 	41053 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FI_EFKU	2026 	1437 	1666 	1673 	2077 	1688 	1732 	2227 	3255 	1445 	67 	1437 	1727 	2785 	1368 	2422 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FI_EFMA	2825 	2177 	1834 	1206 	1525 	1461 	1888 	2095 	2369 	1943 	1285 	2022 	2459 	2714 	1929 	1207 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FI_EFOU	7414 	10208 	4324 	5894 	3440 	3381 	3814 	3921 	5498 	3493 	3261 	4098 	5121 	5480 	1391 	2550 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FI_EFPO	374 	1676 	12 	0 	24 	0 	0 	493 	446 	0 	12 	124 	320 	1874 	20 	8 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FI_EFRO	780 	3212 	23601 	106616 	81461 	72873 	50852 	2895 	3719 	3391 	4108 	3732 	3379 	6440 	30903 	111033 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FI_EFSA	109 	348 	0 	0 	0 	0 	0 	0 	0 	66 	144 	105 	0 	348 	28 	0 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FI_EFTP	12987 	12554 	11633 	12428 	7580 	7996 	9770 	10284 	10972 	13876 	16348 	10796 	11666 	12296 	11511 	12385 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FI_EFTU	22665 	23382 	16322 	18349 	15443 	14627 	19964 	22456 	22512 	25288 	20761 	22076 	22887 	28663 	25221 	33418 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FI_EFVA	6613 	7412 	6810 	7521 	5126 	4456 	5280 	5231 	6168 	5696 	6369 	5818 	5846 	6789 	4793 	4773 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR_FMCZ	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR_FMEE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR_LFBD	276416 	248404 	109055 	125684 	95813 	117605 	156236 	172872 	213111 	224560 	239572 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR_LFBE	5709 	2265 	1921 	1363 	288 	1076 	2157 	4332 	4680 	7611 	9038 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR_LFBH	13121 	7271 	2656 	2460 	2992 	2700 	4431 	6652 	9180 	15861 	16423 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR_LFBL	607 	418 	675 	387 	0 	0 	487 	847 	1212 	866 	14 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR_LFBO	262311 	254067 	181646 	185045 	155243 	170474 	198178 	252955 	263642 	252145 	260097 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR_LFBP	111 	151 	6 	10 	107 	28 	15 	25 	6 	16 	147 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR_LFBT	48237 	32026 	3700 	4880 	2379 	7486 	4031 	32716 	41946 	33542 	33368 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR_LFBZ	16334 	11348 	4404 	4283 	3436 	3850 	5008 	15738 	20692 	20680 	31906 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR_LFKB	22009 	12046 	1536 	1658 	300 	5 	6 	7742 	20446 	26122 	29279 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR_LFKC	8230 	1681 	5 	0 	8 	1 	2 	576 	3611 	6642 	7533 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR_LFKF	10359 	4044 	34 	36 	16 	0 	16 	5727 	7213 	10314 	17959 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR_LFKJ	8457 	3611 	2488 	2203 	678 	0 	70 	3738 	6943 	7957 	9127 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR_LFLB	: 	: 	: 	: 	851 	899 	975 	126 	23 	40 	179 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR_LFLC	4012 	4401 	4678 	4681 	4373 	4702 	5123 	4877 	6510 	5388 	3737 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR_LFLL	423489 	418151 	278629 	295025 	255738 	268096 	326794 	380369 	441609 	430576 	433545 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR_LFLS	13 	27 	85 	2350 	8388 	9277 	8650 	10 	15 	27 	38 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR_LFMK	17074 	12538 	2979 	3478 	2567 	2622 	3718 	11876 	13008 	17989 	18614 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR_LFML	403170 	388368 	255921 	253242 	219232 	237058 	294201 	411081 	439000 	433910 	463012 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR_LFMN	561811 	485704 	291748 	285076 	234642 	265633 	343072 	505857 	579507 	621281 	743791 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR_LFMP	9692 	4605 	2680 	4241 	3439 	3016 	4268 	5541 	7614 	11139 	11480 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR_LFMT	33809 	25264 	9667 	8482 	6171 	7375 	11554 	22715 	29120 	29859 	33042 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR_LFMU	13068 	8227 	2784 	4211 	3158 	2792 	3457 	10132 	14510 	15462 	17392 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR_LFOB	453212 	477056 	345953 	395843 	344503 	359362 	437967 	496519 	501305 	482019 	489826 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR_LFOK	3149 	3381 	1404 	1662 	1657 	1516 	2601 	3113 	3564 	2840 	2785 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR_LFOT	3597 	5146 	2439 	4453 	3937 	2960 	5073 	4578 	5815 	4937 	5313 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR_LFPG	1990235 	2001795 	1572279 	1679453 	1493233 	1466164 	1722928 	1821359 	1914701 	1950726 	1990778 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR_LFPO	1479378 	1372322 	905547 	980903 	854710 	939630 	1097244 	1536505 	1635411 	1646117 	1620173 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR_LFQQ	49408 	50726 	15172 	14829 	11617 	10028 	12850 	36925 	47175 	46956 	48824 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR_LFRB	29679 	25242 	8021 	5147 	3976 	4907 	6202 	22886 	25927 	24719 	24090 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR_LFRK	207 	23 	37 	15 	8 	12 	6 	172 	1266 	93 	467 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR_LFRN	8109 	7167 	4575 	3969 	3453 	3419 	4246 	5932 	8258 	6407 	11437 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR_LFRS	332900 	325484 	169474 	184435 	144474 	172806 	202998 	333015 	365305 	351121 	358497 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR_LFRZ	0 	0 	0 	7 	3 	4 	91 	27 	0 	36 	16 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR_LFSB	0 	0 	0 	0 	0 	0 	0 	306 	57 	0 	0 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR_LFST	27107 	24762 	15342 	27114 	16778 	15831 	17915 	24007 	24176 	27396 	28457 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR_LFTH	3699 	402 	63 	68 	40 	86 	105 	1347 	3655 	3820 	5254 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR_LFTW	12704 	11211 	6992 	8954 	6766 	6392 	9015 	13402 	14732 	14522 	15140 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR_SOCA	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR_TFFF	0 	0 	1876 	7932 	8209 	8213 	9267 	2739 	0 	0 	0 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR_TFFG	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,FR_TFFR	0 	0 	0 	3414 	6369 	5529 	2317 	0 	0 	0 	0 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,HR_LDDU	250470 	176022 	21901 	9008 	5055 	6341 	19692 	153754 	224909 	265631 	335099 	344109 	265160 	178408 	19110 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,HR_LDPL	41747 	12064 	0 	0 	60 	0 	187 	6317 	24654 	52462 	78906 	71054 	49295 	16803 	42 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,HR_LDRI	18271 	4766 	671 	377 	341 	243 	369 	793 	8621 	25760 	33136 	34237 	24783 	4392 	798 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,HR_LDSP	373618 	212993 	27175 	25097 	18956 	20550 	34576 	158800 	276776 	395986 	532927 	531077 	392822 	234967 	36363 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,HR_LDZA	262296 	263568 	197721 	201206 	174628 	161033 	203425 	286657 	299159 	287587 	302616 	315920 	308587 	311163 	222363 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,HR_LDZD	227155 	80683 	580 	856 	313 	96 	3074 	80426 	156083 	259577 	300502 	314755 	222379 	96201 	928 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,HU_LHBP	1067999 	1031730 	878245 	924972 	780979 	750844 	890310 	1058328 	1102488 	1150802 	1221938 	1241263 	1167292 	1171937 	980898 	1029696 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,HU_LHDC	18839 	11532 	4614 	2573 	3877 	4446 	4877 	8095 	8951 	10462 	12072 	11469 	10335 	7874 	5255 	3880 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IE_EICK	186556 	147343 	83684 	87891 	89725 	92167 	124477 	176153 	196856 	218483 	229182 	219829 	192615 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IE_EIDW	1714445 	1563587 	1117346 	1112380 	1066611 	1054884 	1285647 	1617787 	1801544 	1885609 	1986121 	1954662 	1764684 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IE_EIKN	21260 	15998 	5241 	4044 	5874 	5525 	6881 	19574 	24971 	29169 	31117 	29947 	27899 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IE_EIKY	12335 	11167 	2198 	2893 	1664 	1817 	2923 	9914 	10455 	13330 	15320 	15546 	10662 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IE_EINN	86759 	84777 	48000 	50202 	46363 	46765 	59294 	86898 	95330 	105746 	109224 	106545 	98165 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IT_LIBC	0 	0 	0 	0 	0 	0 	195 	2491 	2765 	2970 	2787 	2605 	2953 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IT_LIBD	343696 	301351 	154473 	170822 	139266 	145735 	189918 	308625 	352048 	376439 	452541 	483204 	402040 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IT_LIBP	44787 	38370 	17092 	18658 	14332 	13843 	19387 	38894 	41449 	53617 	58422 	63376 	54564 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IT_LIBR	60698 	44749 	6610 	7255 	6451 	5986 	7668 	42828 	57508 	66776 	71257 	75599 	68815 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IT_LICA	74944 	52186 	10531 	10870 	8522 	8444 	12283 	44096 	72462 	105027 	117792 	120739 	111151 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IT_LICB	2019 	13 	6 	22 	1 	0 	169 	1886 	2298 	2348 	5449 	7230 	4482 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IT_LICC	379757 	353191 	187939 	194471 	158770 	166687 	218529 	338872 	363268 	365165 	414998 	447090 	401731 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IT_LICD	0 	0 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IT_LICG	15 	15 	2 	0 	0 	0 	0 	0 	6 	9 	9 	1 	5 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IT_LICJ	232588 	217215 	89494 	91788 	74000 	86054 	110633 	213576 	245587 	253976 	309486 	323832 	260811 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IT_LICR	8164 	8618 	15128 	15476 	12403 	11358 	15813 	18974 	19776 	19983 	20315 	22026 	19549 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IT_LICT	41824 	26804 	3144 	3047 	2286 	2218 	4375 	26603 	28672 	28664 	29702 	30935 	28496 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IT_LIEA	64154 	47184 	6 	7 	1 	8 	2619 	43183 	53437 	70416 	83004 	88458 	76767 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IT_LIEE	139973 	108067 	29222 	34941 	28188 	27703 	37850 	103033 	131278 	145997 	178145 	186146 	149998 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IT_LIEO	186931 	110484 	6675 	3704 	2896 	2199 	6798 	79472 	155531 	233825 	298866 	308367 	234252 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IT_LIMC	1280051 	1235638 	920481 	963779 	790038 	854366 	1020137 	1163919 	1187761 	1278609 	1385919 	1436502 	1298555 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IT_LIME	918264 	903516 	667963 	687737 	637719 	626251 	740258 	888846 	927482 	914366 	942797 	959451 	903819 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IT_LIMF	150698 	143568 	124257 	127769 	126699 	119872 	140046 	149394 	154504 	146420 	150300 	155081 	149970 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IT_LIMJ	34662 	30145 	22043 	20555 	14486 	15113 	23470 	40821 	63967 	58039 	60491 	62714 	57889 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IT_LIML	375040 	372180 	342543 	327935 	312158 	312997 	365400 	444438 	443762 	442184 	454606 	447861 	433217 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IT_LIMP	2572 	1886 	89 	31 	29 	46 	91 	139 	784 	386 	197 	250 	73 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IT_LIPE	578607 	542544 	361612 	372368 	338899 	331789 	435024 	551046 	577415 	570836 	583744 	592222 	551449 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IT_LIPH	211083 	210043 	183394 	181098 	182800 	176656 	203709 	219271 	224299 	227356 	241395 	246671 	228025 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IT_LIPK	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IT_LIPO	168 	90 	108 	44 	54 	65 	123 	135 	638 	306 	253 	154 	212 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IT_LIPQ	42971 	43766 	36699 	37456 	30836 	29273 	38634 	51375 	55791 	65066 	68038 	71821 	64070 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IT_LIPR	20266 	13146 	38 	34 	189 	22 	638 	17444 	21449 	29413 	32770 	34025 	29438 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IT_LIPX	137228 	90275 	45172 	46555 	46735 	54297 	64561 	85129 	107272 	131277 	145136 	149008 	130314 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IT_LIPY	26295 	19418 	14072 	15002 	7811 	8299 	15473 	23034 	22727 	28095 	27302 	30267 	26357 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IT_LIPZ	592766 	572342 	376460 	367773 	305743 	341983 	424100 	534582 	582003 	566731 	560458 	573447 	576790 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IT_LIRA	165866 	181195 	196850 	190345 	196802 	193665 	215956 	168065 	170962 	153761 	174383 	176431 	168858 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IT_LIRF	2035866 	2006348 	1561896 	1558789 	1411600 	1464498 	1775636 	1964697 	2047970 	2052840 	2121793 	2295429 	2061454 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IT_LIRN	687180 	588766 	257981 	295024 	297062 	313621 	383532 	605011 	663112 	686300 	804774 	835748 	696978 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IT_LIRP	272361 	254944 	128788 	147753 	121615 	126774 	176606 	261871 	282630 	302778 	330443 	333131 	295888 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IT_LIRQ	238491 	234671 	156897 	146747 	137181 	138642 	179431 	248456 	276445 	269525 	258308 	259900 	277054 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,IT_LIRZ	18873 	16914 	86 	52 	49 	20 	1126 	22005 	22872 	22265 	26698 	26299 	24271 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,LT_EYKA	85834 	88876 	59953 	65060 	56491 	58019 	70537 	86357 	89514 	94722 	97859 	99376 	87763 	94515 	66968 	67136 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,LT_EYPA	21403 	20274 	20362 	18847 	17425 	17375 	20101 	19889 	19324 	21245 	26002 	25034 	21605 	21036 	19226 	18495 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,LT_EYSA	6 	0 	0 	0 	4 	0 	0 	0 	0 	4 	0 	9 	0 	0 	10 	0 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,LT_EYVI	321687 	302441 	235419 	232171 	215302 	207303 	248866 	274476 	313718 	323300 	330130 	345522 	327056 	308921 	246720 	275597 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,LU_ELLX	398021 	371967 	271925 	289580 	225199 	255230 	296850 	356195 	391975 	390166 	401529 	420844 	396160 	389737 	302647 	305364 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,LV_EVRA	485044 	479925 	394837 	426302 	325096 	302749 	385751 	418705 	461555 	482679 	523047 	511258 	454747 	472260 	383516 	397099 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,MT_LMML	636343 	592271 	454898 	441707 	388603 	413064 	532743 	633296 	646555 	640680 	729716 	760354 	676811 	: 	: 	: 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,NL_EHAM	3059370 	2999766 	2377054 	2334969 	2151568 	2189550 	2543629 	2869473 	3129429 	3095030 	3327367 	3321481 	3118486 	3084780 	2424821 	2363940 
M,PAS,TOT,INTL_IEU27_2020,PAS_CRD,NL_EHBK	20200 	15767 	4113 	4698 	5076 	5353 	6456 	15688 	19438 	21499 	19288 	20564 	13369 	12073 	3021 	1010 
